ligacao_id,origem,destino,data_hora,duracao_segundos
L01074,(81) 90001-0004,(81) 90001-0008,2025-05-15 10:01:00,639
L01075,(81) 90001-0002,(81) 90001-0004,2025-05-15 12:55:00,758
L01076,(81) 90001-0001,(81) 90001-0002,2025-05-15 20:44:00,531
L01077,(81) 90001-0003,(81) 90001-0012,2025-05-15 22:07:00,63
L01078,(81) 90001-0001,(81) 90001-0003,2025-05-15 09:18:00,44
L01079,(81) 90001-0004,(81) 90001-0008,2025-05-15 15:10:00,400
L01080,(81) 90001-0008,(81) 90001-0009,2025-05-16 21:20:00,242
L01081,(81) 90001-0011,(81) 90001-0012,2025-05-16 13:09:00,604
L01082,(81) 90001-0009,(81) 90001-0010,2025-05-16 14:11:00,735
L01083,(81) 90001-0006,(81) 90001-0011,2025-05-16 16:34:00,898
L01084,(81) 90001-0001,(81) 90001-0008,2025-05-17 19:24:00,239
L01085,(81) 90001-0001,(81) 90001-0003,2025-05-17 12:38:00,277
L01086,(81) 90001-0011,(81) 90001-0012,2025-05-17 07:32:00,224
L01087,(81) 90001-0003,(81) 90001-0012,2025-05-17 09:02:00,738
L01088,(81) 90001-0011,(81) 90001-0012,2025-05-18 22:54:00,899
L01089,(81) 90001-0003,(81) 90001-0006,2025-05-18 12:05:00,268
L01090,(81) 90001-0011,(81) 90001-0012,2025-05-18 20:23:00,167
L01091,(81) 90001-0001,(81) 90001-0008,2025-05-18 12:27:00,610
L01092,(81) 90001-0002,(81) 90001-0006,2025-05-18 18:38:00,396
L01093,(81) 90001-0001,(81) 90001-0003,2025-05-18 21:15:00,367
L01094,(81) 90001-0003,(81) 90001-0006,2025-05-18 23:38:00,323
L01095,(81) 90001-0004,(81) 90001-0008,2025-05-18 22:25:00,64
L01096,(81) 90001-0004,(81) 90001-0008,2025-05-18 11:00:00,766
L01097,(81) 90001-0002,(81) 90001-0006,2025-05-18 19:16:00,193
L01098,(81) 90001-0011,(81) 90001-0012,2025-05-18 09:36:00,427
L01099,(81) 90001-0009,(81) 90001-0010,2025-05-19 11:37:00,266
L01100,(81) 90001-0003,(81) 90001-0006,2025-05-19 19:47:00,866
L01101,(81) 90001-0008,(81) 90001-0009,2025-05-19 20:54:00,598
L01102,(81) 90001-0001,(81) 90001-0003,2025-05-19 16:24:00,74
L01103,(81) 90001-0001,(81) 90001-0008,2025-05-19 22:53:00,218
L01104,(81) 90001-0001,(81) 90001-0008,2025-05-19 13:26:00,338
L01105,(81) 90001-0001,(81) 90001-0008,2025-05-19 15:05:00,696
L01106,(81) 90001-0001,(81) 90001-0003,2025-05-19 23:42:00,182
L01107,(81) 90001-0009,(81) 90001-0010,2025-05-19 17:56:00,415
L01108,(81) 90001-0008,(81) 90001-0009,2025-05-20 06:24:00,74
L01109,(81) 90001-0002,(81) 90001-0004,2025-05-20 15:21:00,707
L01110,(81) 90001-0001,(81) 90001-0008,2025-05-20 08:32:00,713
L01111,(81) 90001-0002,(81) 90001-0006,2025-05-20 19:05:00,648
L01112,(81) 90001-0004,(81) 90001-0008,2025-05-20 20:40:00,576
L01113,(81) 90001-0002,(81) 90001-0004,2025-05-20 15:22:00,541
L01114,(81) 90001-0004,(81) 90001-0009,2025-05-20 17:47:00,801
L01115,(81) 90001-0004,(81) 90001-0009,2025-05-20 17:43:00,401
L01116,(81) 90001-0002,(81) 90001-0006,2025-05-20 23:47:00,866
L01117,(81) 90001-0001,(81) 90001-0002,2025-05-20 10:42:00,238
L01118,(81) 90001-0002,(81) 90001-0006,2025-05-21 22:56:00,621
L01119,(81) 90001-0003,(81) 90001-0012,2025-05-21 20:38:00,30
L01120,(81) 90001-0002,(81) 90001-0006,2025-05-21 16:34:00,515
L01121,(81) 90001-0003,(81) 90001-0012,2025-05-21 19:22:00,697
L01122,(81) 90001-0002,(81) 90001-0006,2025-05-22 12:17:00,417
L01123,(81) 90001-0001,(81) 90001-0003,2025-05-22 09:41:00,830
L01124,(81) 90001-0008,(81) 90001-0009,2025-05-22 22:42:00,824
L01125,(81) 90001-0001,(81) 90001-0008,2025-05-22 20:38:00,250
L01126,(81) 90001-0011,(81) 90001-0012,2025-05-22 21:16:00,169
L01127,(81) 90001-0001,(81) 90001-0004,2025-05-23 19:53:00,234
L01128,(81) 90001-0001,(81) 90001-0004,2025-05-23 17:05:00,348
L01129,(81) 90001-0009,(81) 90001-0010,2025-05-23 06:12:00,458
L01130,(81) 90001-0009,(81) 90001-0010,2025-05-23 18:53:00,92
L01131,(81) 90001-0006,(81) 90001-0011,2025-05-23 10:37:00,886
L01132,(81) 90001-0003,(81) 90001-0006,2025-05-24 21:48:00,839
L01133,(81) 90001-0002,(81) 90001-0004,2025-05-24 07:52:00,505
L01134,(81) 90001-0001,(81) 90001-0004,2025-05-24 08:59:00,454
L01135,(81) 90001-0003,(81) 90001-0006,2025-05-24 23:09:00,748
L01136,(81) 90001-0001,(81) 90001-0008,2025-05-24 06:00:00,366
L01137,(81) 90001-0009,(81) 90001-0010,2025-05-24 17:27:00,572
L01138,(81) 90001-0002,(81) 90001-0006,2025-05-24 19:27:00,305
L01139,(81) 90001-0011,(81) 90001-0012,2025-05-25 21:16:00,686
L01140,(81) 90001-0004,(81) 90001-0008,2025-05-25 20:32:00,60
L01141,(81) 90001-0006,(81) 90001-0011,2025-05-25 17:38:00,819
L01142,(81) 90001-0001,(81) 90001-0008,2025-05-25 19:38:00,842
L01143,(81) 90001-0006,(81) 90001-0011,2025-05-25 07:28:00,736
L01144,(81) 90001-0002,(81) 90001-0006,2025-05-26 14:43:00,358
L01145,(81) 90001-0011,(81) 90001-0012,2025-05-26 20:56:00,314
L01146,(81) 90001-0009,(81) 90001-0010,2025-05-26 15:13:00,28
L01147,(81) 90001-0004,(81) 90001-0009,2025-05-26 17:59:00,317
L01148,(81) 90001-0004,(81) 90001-0009,2025-05-26 19:31:00,19
L01149,(81) 90001-0003,(81) 90001-0012,2025-05-26 19:39:00,281
L01150,(81) 90001-0008,(81) 90001-0009,2025-05-26 16:35:00,794
L01151,(81) 90001-0001,(81) 90001-0004,2025-05-26 19:46:00,450
L01152,(81) 90001-0003,(81) 90001-0006,2025-05-27 09:26:00,365
L01153,(81) 90001-0002,(81) 90001-0006,2025-05-27 13:52:00,690
L01154,(81) 90001-0001,(81) 90001-0003,2025-05-27 14:32:00,316
L01155,(81) 90001-0001,(81) 90001-0002,2025-05-27 21:33:00,874
L01156,(81) 90001-0001,(81) 90001-0004,2025-05-27 09:53:00,829
L01157,(81) 90001-0006,(81) 90001-0011,2025-05-27 19:20:00,378
L01158,(81) 90001-0008,(81) 90001-0009,2025-05-27 15:57:00,107
L01159,(81) 90001-0002,(81) 90001-0006,2025-05-27 11:30:00,40
L01160,(81) 90001-0008,(81) 90001-0009,2025-05-27 14:53:00,526
L01161,(81) 90001-0003,(81) 90001-0006,2025-05-27 13:18:00,75
L01162,(81) 90001-0001,(81) 90001-0003,2025-05-27 22:34:00,753
L01163,(81) 90001-0003,(81) 90001-0006,2025-05-28 09:54:00,845
L01164,(81) 90001-0002,(81) 90001-0004,2025-05-28 08:58:00,783
L01165,(81) 90001-0011,(81) 90001-0012,2025-05-28 11:03:00,703
L01166,(81) 90001-0006,(81) 90001-0011,2025-05-28 21:11:00,677
L01167,(81) 90001-0002,(81) 90001-0004,2025-05-28 22:01:00,693
L01168,(81) 90001-0003,(81) 90001-0012,2025-05-28 21:04:00,270
L01169,(81) 90001-0001,(81) 90001-0004,2025-05-28 14:40:00,622
L01170,(81) 90001-0002,(81) 90001-0006,2025-05-29 11:23:00,651
L01171,(81) 90001-0001,(81) 90001-0008,2025-05-29 22:00:00,791
L01172,(81) 90001-0004,(81) 90001-0008,2025-05-29 10:50:00,743
L01173,(81) 90001-0003,(81) 90001-0006,2025-05-29 23:01:00,646
L01174,(81) 90001-0001,(81) 90001-0002,2025-05-30 16:14:00,185
L01175,(81) 90001-0008,(81) 90001-0009,2025-05-30 18:35:00,642
L01176,(81) 90001-0004,(81) 90001-0009,2025-05-30 08:57:00,535
L01177,(81) 90001-0001,(81) 90001-0003,2025-05-30 06:04:00,419
L01178,(81) 90001-0009,(81) 90001-0010,2025-05-30 19:06:00,475
L01179,(81) 90001-0003,(81) 90001-0006,2025-05-30 16:40:00,418
L01180,(81) 90001-0003,(81) 90001-0012,2025-05-31 09:37:00,218
L01181,(81) 90001-0004,(81) 90001-0009,2025-05-31 12:23:00,83
L01182,(81) 90001-0009,(81) 90001-0010,2025-05-31 10:19:00,843
L01183,(81) 90001-0009,(81) 90001-0010,2025-05-31 14:57:00,242
L01184,(81) 90001-0003,(81) 90001-0012,2025-05-31 18:54:00,636
L01185,(81) 90001-0003,(81) 90001-0006,2025-05-31 10:17:00,69
L01186,(81) 90001-0008,(81) 90001-0009,2025-05-31 17:56:00,270
L01187,(81) 90001-0004,(81) 90001-0008,2025-05-31 12:34:00,34
L01188,(81) 90001-0006,(81) 90001-0011,2025-05-31 13:53:00,537
L01189,(81) 90001-0004,(81) 90001-0009,2025-05-31 10:54:00,638
L01190,(81) 90001-0011,(81) 90001-0012,2025-05-31 06:15:00,339
L01191,(81) 90001-0004,(81) 90001-0009,2025-05-31 21:46:00,770
L01192,(81) 90001-0006,(81) 90001-0011,2025-06-01 22:01:00,758
L01193,(81) 90001-0004,(81) 90001-0008,2025-06-01 18:04:00,168
L01194,(81) 90001-0003,(81) 90001-0012,2025-06-01 15:53:00,122
L01195,(81) 90001-0003,(81) 90001-0012,2025-06-01 23:18:00,206
L01196,(81) 90001-0004,(81) 90001-0009,2025-06-01 21:59:00,120
L01197,(81) 90001-0003,(81) 90001-0012,2025-06-01 20:58:00,766
L01198,(81) 90001-0003,(81) 90001-0006,2025-06-01 07:39:00,85
L01199,(81) 90001-0001,(81) 90001-0003,2025-06-01 08:24:00,439
L01200,(81) 90001-0002,(81) 90001-0006,2025-06-02 18:27:00,774
L01201,(81) 90001-0011,(81) 90001-0012,2025-06-02 17:04:00,758
L01202,(81) 90001-0011,(81) 90001-0012,2025-06-02 09:44:00,328
L01203,(81) 90001-0002,(81) 90001-0004,2025-06-02 10:30:00,138
L01204,(81) 90001-0011,(81) 90001-0012,2025-06-02 06:18:00,363
L01205,(81) 90001-0001,(81) 90001-0004,2025-06-02 14:41:00,39
L01206,(81) 90001-0002,(81) 90001-0006,2025-06-02 07:32:00,563
L01207,(81) 90001-0001,(81) 90001-0003,2025-06-02 22:26:00,125
L01208,(81) 90001-0006,(81) 90001-0011,2025-06-02 23:54:00,534
L01209,(81) 90001-0006,(81) 90001-0011,2025-06-03 23:51:00,545
L01210,(81) 90001-0004,(81) 90001-0008,2025-06-03 19:33:00,854
L01211,(81) 90001-0004,(81) 90001-0009,2025-06-03 22:36:00,526
L01212,(81) 90001-0009,(81) 90001-0010,2025-06-03 10:47:00,274
L01213,(81) 90001-0001,(81) 90001-0008,2025-06-03 10:32:00,388
L01214,(81) 90001-0003,(81) 90001-0012,2025-06-03 10:51:00,441
L01215,(81) 90001-0004,(81) 90001-0008,2025-06-03 07:30:00,254
L01216,(81) 90001-0002,(81) 90001-0004,2025-06-03 15:32:00,860
L01217,(81) 90001-0008,(81) 90001-0009,2025-06-04 06:00:00,375
L01218,(81) 90001-0003,(81) 90001-0012,2025-06-04 13:00:00,382
L01219,(81) 90001-0003,(81) 90001-0012,2025-06-04 18:50:00,82
L01220,(81) 90001-0006,(81) 90001-0011,2025-06-04 12:26:00,797
L01221,(81) 90001-0011,(81) 90001-0012,2025-06-04 06:10:00,387
L01222,(81) 90001-0003,(81) 90001-0012,2025-06-04 10:41:00,532
L01223,(81) 90001-0001,(81) 90001-0003,2025-06-04 19:20:00,146
L01224,(81) 90001-0002,(81) 90001-0006,2025-06-04 06:02:00,515
L01225,(81) 90001-0001,(81) 90001-0003,2025-06-04 08:07:00,307
L01226,(81) 90001-0001,(81) 90001-0004,2025-06-04 12:16:00,143
L01227,(81) 90001-0001,(81) 90001-0008,2025-06-04 12:23:00,468
L01228,(81) 90001-0004,(81) 90001-0009,2025-06-05 22:11:00,761
L01229,(81) 90001-0001,(81) 90001-0003,2025-06-05 20:47:00,218
L01230,(81) 90001-0006,(81) 90001-0011,2025-06-05 19:25:00,125
L01231,(81) 90001-0001,(81) 90001-0003,2025-06-05 12:38:00,397
L01232,(81) 90001-0006,(81) 90001-0011,2025-06-05 08:02:00,206
L01233,(81) 90001-0004,(81) 90001-0008,2025-06-05 11:02:00,315
L01234,(81) 90001-0002,(81) 90001-0006,2025-06-05 08:37:00,791
L01235,(81) 90001-0002,(81) 90001-0006,2025-06-06 16:41:00,516
L01236,(81) 90001-0001,(81) 90001-0003,2025-06-06 07:50:00,636
L01237,(81) 90001-0001,(81) 90001-0003,2025-06-06 19:27:00,851
L01238,(81) 90001-0001,(81) 90001-0004,2025-06-06 09:03:00,865
L01239,(81) 90001-0004,(81) 90001-0009,2025-06-06 19:43:00,175
L01240,(81) 90001-0001,(81) 90001-0002,2025-06-06 06:33:00,332
L01241,(81) 90001-0002,(81) 90001-0004,2025-06-06 11:56:00,95
L01242,(81) 90001-0009,(81) 90001-0010,2025-06-06 17:18:00,605
L01243,(81) 90001-0002,(81) 90001-0004,2025-06-07 23:26:00,45
L01244,(81) 90001-0001,(81) 90001-0003,2025-06-07 09:36:00,104
L01245,(81) 90001-0001,(81) 90001-0002,2025-06-07 12:30:00,234
L01246,(81) 90001-0003,(81) 90001-0012,2025-06-07 15:05:00,266
L01247,(81) 90001-0004,(81) 90001-0008,2025-06-07 14:26:00,424
L01248,(81) 90001-0001,(81) 90001-0004,2025-06-07 20:21:00,119
L01249,(81) 90001-0002,(81) 90001-0006,2025-06-08 08:13:00,398
L01250,(81) 90001-0009,(81) 90001-0010,2025-06-08 11:39:00,732
L01251,(81) 90001-0003,(81) 90001-0006,2025-06-08 18:42:00,790
L01252,(81) 90001-0002,(81) 90001-0006,2025-06-08 18:34:00,39
L01253,(81) 90001-0001,(81) 90001-0002,2025-06-08 12:36:00,275
L01254,(81) 90001-0011,(81) 90001-0012,2025-06-09 10:10:00,435
L01255,(81) 90001-0001,(81) 90001-0003,2025-06-09 21:42:00,343
L01256,(81) 90001-0001,(81) 90001-0004,2025-06-09 10:50:00,819
L01257,(81) 90001-0003,(81) 90001-0012,2025-06-09 14:12:00,232
L01258,(81) 90001-0001,(81) 90001-0004,2025-06-09 21:19:00,673
L01259,(81) 90001-0001,(81) 90001-0004,2025-06-09 14:35:00,315
L01260,(81) 90001-0004,(81) 90001-0008,2025-06-09 21:35:00,438
L01261,(81) 90001-0001,(81) 90001-0004,2025-06-09 23:26:00,525
L01262,(81) 90001-0004,(81) 90001-0008,2025-06-09 23:18:00,260
L01263,(81) 90001-0006,(81) 90001-0011,2025-06-10 17:07:00,788
L01264,(81) 90001-0009,(81) 90001-0010,2025-06-10 21:01:00,139
L01265,(81) 90001-0003,(81) 90001-0012,2025-06-10 17:09:00,641
L01266,(81) 90001-0001,(81) 90001-0003,2025-06-10 13:57:00,274
L01267,(81) 90001-0001,(81) 90001-0003,2025-06-10 15:50:00,381
L01268,(81) 90001-0004,(81) 90001-0009,2025-06-10 21:28:00,896
L01269,(81) 90001-0001,(81) 90001-0008,2025-06-10 14:13:00,875
L01270,(81) 90001-0011,(81) 90001-0012,2025-06-10 07:56:00,272
L01271,(81) 90001-0001,(81) 90001-0002,2025-06-10 15:20:00,285
L01272,(81) 90001-0004,(81) 90001-0009,2025-06-11 13:24:00,607
L01273,(81) 90001-0002,(81) 90001-0006,2025-06-11 16:20:00,280
L01274,(81) 90001-0002,(81) 90001-0006,2025-06-11 12:31:00,265
L01275,(81) 90001-0006,(81) 90001-0011,2025-06-11 13:48:00,351
L01276,(81) 90001-0009,(81) 90001-0010,2025-06-11 19:17:00,685
L01277,(81) 90001-0001,(81) 90001-0003,2025-06-11 14:19:00,880
L01278,(81) 90001-0001,(81) 90001-0008,2025-06-11 14:32:00,219
L01279,(81) 90001-0011,(81) 90001-0012,2025-06-11 16:51:00,436
L01280,(81) 90001-0004,(81) 90001-0009,2025-06-11 10:48:00,254
L01281,(81) 90001-0003,(81) 90001-0006,2025-06-12 06:07:00,94
L01282,(81) 90001-0001,(81) 90001-0003,2025-06-12 23:22:00,817
L01283,(81) 90001-0004,(81) 90001-0008,2025-06-12 15:42:00,271
L01284,(81) 90001-0002,(81) 90001-0004,2025-06-12 06:44:00,880
L01285,(81) 90001-0002,(81) 90001-0006,2025-06-12 12:56:00,459
L01286,(81) 90001-0001,(81) 90001-0004,2025-06-12 09:22:00,573
L01287,(81) 90001-0001,(81) 90001-0002,2025-06-12 17:17:00,744
L01288,(81) 90001-0004,(81) 90001-0008,2025-06-12 09:41:00,628
L01289,(81) 90001-0004,(81) 90001-0009,2025-06-13 12:27:00,395
L01290,(81) 90001-0003,(81) 90001-0006,2025-06-13 21:19:00,320
L01291,(81) 90001-0001,(81) 90001-0004,2025-06-13 20:32:00,198
L01292,(81) 90001-0002,(81) 90001-0006,2025-06-13 16:33:00,307
L01293,(81) 90001-0011,(81) 90001-0012,2025-06-13 11:46:00,474
L01294,(81) 90001-0011,(81) 90001-0012,2025-06-13 06:48:00,299
L01295,(81) 90001-0001,(81) 90001-0002,2025-06-13 11:03:00,272
L01296,(81) 90001-0009,(81) 90001-0010,2025-06-13 10:58:00,311
L01297,(81) 90001-0001,(81) 90001-0008,2025-06-13 07:11:00,476
L01298,(81) 90001-0002,(81) 90001-0004,2025-06-13 19:53:00,93
L01299,(81) 90001-0008,(81) 90001-0009,2025-06-14 21:14:00,371
L01300,(81) 90001-0002,(81) 90001-0006,2025-06-14 23:24:00,830
L01301,(81) 90001-0004,(81) 90001-0008,2025-06-14 07:06:00,169
L01302,(81) 90001-0004,(81) 90001-0008,2025-06-14 13:55:00,855
L01303,(81) 90001-0001,(81) 90001-0004,2025-06-14 17:16:00,848
L01304,(81) 90001-0004,(81) 90001-0008,2025-06-14 13:10:00,725
L01305,(81) 90001-0002,(81) 90001-0006,2025-06-14 08:16:00,496
L01306,(81) 90001-0008,(81) 90001-0009,2025-06-14 21:37:00,603
L01307,(81) 90001-0001,(81) 90001-0004,2025-06-14 13:12:00,598
L01308,(81) 90001-0001,(81) 90001-0002,2025-06-14 09:56:00,510
L01309,(81) 90001-0002,(81) 90001-0006,2025-06-15 07:33:00,610
L01310,(81) 90001-0004,(81) 90001-0008,2025-06-15 15:13:00,569
L01311,(81) 90001-0003,(81) 90001-0012,2025-06-15 16:30:00,605
L01312,(81) 90001-0001,(81) 90001-0008,2025-06-15 21:05:00,205
L01313,(81) 90001-0011,(81) 90001-0012,2025-06-16 11:33:00,344
L01314,(81) 90001-0003,(81) 90001-0012,2025-06-16 09:28:00,887
L01315,(81) 90001-0003,(81) 90001-0012,2025-06-16 06:58:00,358
L01316,(81) 90001-0002,(81) 90001-0006,2025-06-16 16:02:00,691
L01317,(81) 90001-0001,(81) 90001-0008,2025-06-16 09:59:00,210
L01318,(81) 90001-0009,(81) 90001-0010,2025-06-16 16:49:00,769
L01319,(81) 90001-0001,(81) 90001-0002,2025-06-16 21:23:00,484
L01320,(81) 90001-0003,(81) 90001-0012,2025-06-17 10:40:00,697
L01321,(81) 90001-0001,(81) 90001-0008,2025-06-17 17:43:00,752
L01322,(81) 90001-0001,(81) 90001-0003,2025-06-17 07:13:00,59
L01323,(81) 90001-0002,(81) 90001-0004,2025-06-17 10:43:00,406
L01324,(81) 90001-0011,(81) 90001-0012,2025-06-17 06:36:00,192
L01325,(81) 90001-0002,(81) 90001-0006,2025-06-17 18:00:00,206
L01326,(81) 90001-0001,(81) 90001-0008,2025-06-18 16:31:00,413
L01327,(81) 90001-0002,(81) 90001-0004,2025-06-18 18:45:00,246
L01328,(81) 90001-0001,(81) 90001-0003,2025-06-18 10:49:00,761
L01329,(81) 90001-0001,(81) 90001-0004,2025-06-18 07:54:00,629
L01330,(81) 90001-0008,(81) 90001-0009,2025-06-18 12:57:00,654
L01331,(81) 90001-0011,(81) 90001-0012,2025-06-18 14:13:00,871
L01332,(81) 90001-0003,(81) 90001-0006,2025-06-18 20:02:00,372
L01333,(81) 90001-0008,(81) 90001-0009,2025-06-18 14:22:00,877
L01334,(81) 90001-0004,(81) 90001-0008,2025-06-19 21:01:00,895
L01335,(81) 90001-0011,(81) 90001-0012,2025-06-19 16:08:00,853
L01336,(81) 90001-0003,(81) 90001-0012,2025-06-19 11:13:00,884
L01337,(81) 90001-0003,(81) 90001-0012,2025-06-19 07:58:00,736
L01338,(81) 90001-0003,(81) 90001-0012,2025-06-19 21:19:00,833
L01339,(81) 90001-0004,(81) 90001-0009,2025-06-20 15:02:00,250
L01340,(81) 90001-0002,(81) 90001-0006,2025-06-20 07:39:00,250
L01341,(81) 90001-0001,(81) 90001-0002,2025-06-20 15:57:00,253
L01342,(81) 90001-0011,(81) 90001-0012,2025-06-20 22:14:00,16
L01343,(81) 90001-0002,(81) 90001-0006,2025-06-20 15:04:00,506
L01344,(81) 90001-0011,(81) 90001-0012,2025-06-20 11:34:00,332
L01345,(81) 90001-0001,(81) 90001-0008,2025-06-20 21:24:00,890
L01346,(81) 90001-0009,(81) 90001-0010,2025-06-20 10:22:00,534
L01347,(81) 90001-0001,(81) 90001-0004,2025-06-20 08:26:00,731
L01348,(81) 90001-0003,(81) 90001-0006,2025-06-20 08:53:00,655
L01349,(81) 90001-0004,(81) 90001-0008,2025-06-21 16:31:00,858
L01350,(81) 90001-0011,(81) 90001-0012,2025-06-21 20:04:00,151
L01351,(81) 90001-0003,(81) 90001-0006,2025-06-21 13:47:00,502
L01352,(81) 90001-0001,(81) 90001-0003,2025-06-21 16:23:00,449
L01353,(81) 90001-0004,(81) 90001-0009,2025-06-21 06:02:00,180
L01354,(81) 90001-0001,(81) 90001-0002,2025-06-21 08:38:00,591
L01355,(81) 90001-0002,(81) 90001-0006,2025-06-21 08:15:00,807
L01356,(81) 90001-0001,(81) 90001-0004,2025-06-21 12:06:00,225
L01357,(81) 90001-0001,(81) 90001-0004,2025-06-22 15:49:00,546
L01358,(81) 90001-0003,(81) 90001-0012,2025-06-22 09:06:00,235
L01359,(81) 90001-0011,(81) 90001-0012,2025-06-22 06:04:00,337
L01360,(81) 90001-0003,(81) 90001-0012,2025-06-22 10:13:00,683
L01361,(81) 90001-0004,(81) 90001-0008,2025-06-22 06:44:00,714
L01362,(81) 90001-0001,(81) 90001-0003,2025-06-22 12:17:00,254
L01363,(81) 90001-0004,(81) 90001-0009,2025-06-22 07:17:00,822
L01364,(81) 90001-0004,(81) 90001-0008,2025-06-22 19:56:00,656
L01365,(81) 90001-0011,(81) 90001-0012,2025-06-23 16:29:00,714
L01366,(81) 90001-0001,(81) 90001-0008,2025-06-23 14:59:00,877
L01367,(81) 90001-0009,(81) 90001-0010,2025-06-23 16:50:00,590
L01368,(81) 90001-0001,(81) 90001-0003,2025-06-23 17:05:00,713
L01369,(81) 90001-0006,(81) 90001-0011,2025-06-23 20:14:00,477
L01370,(81) 90001-0001,(81) 90001-0004,2025-06-23 16:57:00,229
L01371,(81) 90001-0003,(81) 90001-0012,2025-06-23 15:05:00,127
L01372,(81) 90001-0002,(81) 90001-0006,2025-06-23 23:40:00,594
L01373,(81) 90001-0003,(81) 90001-0012,2025-06-23 16:40:00,878
L01374,(81) 90001-0001,(81) 90001-0002,2025-06-24 13:41:00,620
L01375,(81) 90001-0011,(81) 90001-0012,2025-06-24 17:06:00,200
L01376,(81) 90001-0004,(81) 90001-0008,2025-06-24 18:32:00,345
L01377,(81) 90001-0008,(81) 90001-0009,2025-06-24 11:36:00,379
L01378,(81) 90001-0004,(81) 90001-0009,2025-06-24 13:01:00,732
L01379,(81) 90001-0009,(81) 90001-0010,2025-06-24 07:32:00,295
L01380,(81) 90001-0008,(81) 90001-0009,2025-06-24 18:13:00,817
L01381,(81) 90001-0006,(81) 90001-0011,2025-06-24 15:50:00,856
L01382,(81) 90001-0006,(81) 90001-0011,2025-06-24 15:51:00,322
L01383,(81) 90001-0004,(81) 90001-0008,2025-06-24 08:58:00,428
L01384,(81) 90001-0003,(81) 90001-0012,2025-06-25 06:08:00,701
L01385,(81) 90001-0001,(81) 90001-0008,2025-06-25 22:28:00,743
L01386,(81) 90001-0008,(81) 90001-0009,2025-06-25 17:09:00,187
L01387,(81) 90001-0001,(81) 90001-0008,2025-06-25 06:28:00,291
L01388,(81) 90001-0008,(81) 90001-0009,2025-06-25 23:17:00,629
L01389,(81) 90001-0008,(81) 90001-0009,2025-06-25 11:39:00,676
L01390,(81) 90001-0004,(81) 90001-0009,2025-06-25 22:15:00,323
L01391,(81) 90001-0001,(81) 90001-0008,2025-06-25 08:01:00,696
L01392,(81) 90001-0009,(81) 90001-0010,2025-06-25 20:08:00,29
L01393,(81) 90001-0001,(81) 90001-0008,2025-06-25 10:34:00,446
L01394,(81) 90001-0001,(81) 90001-0002,2025-06-26 12:26:00,713
L01395,(81) 90001-0001,(81) 90001-0002,2025-06-26 11:55:00,629
L01396,(81) 90001-0008,(81) 90001-0009,2025-06-26 20:20:00,402
L01397,(81) 90001-0008,(81) 90001-0009,2025-06-26 21:08:00,351
L01398,(81) 90001-0011,(81) 90001-0012,2025-06-27 10:33:00,100
L01399,(81) 90001-0003,(81) 90001-0006,2025-06-27 22:09:00,59
L01400,(81) 90001-0011,(81) 90001-0012,2025-06-27 17:26:00,793
L01401,(81) 90001-0001,(81) 90001-0008,2025-06-27 08:21:00,224
L01402,(81) 90001-0003,(81) 90001-0012,2025-06-27 13:40:00,382
L01403,(81) 90001-0011,(81) 90001-0012,2025-06-27 07:20:00,172
L01404,(81) 90001-0004,(81) 90001-0009,2025-06-27 19:09:00,304
L01405,(81) 90001-0003,(81) 90001-0012,2025-06-27 21:24:00,480
L01406,(81) 90001-0001,(81) 90001-0004,2025-06-27 21:19:00,671
L01407,(81) 90001-0006,(81) 90001-0011,2025-06-27 13:59:00,361
L01408,(81) 90001-0001,(81) 90001-0002,2025-06-27 13:19:00,246
L01409,(81) 90001-0001,(81) 90001-0008,2025-06-28 06:19:00,35
L01410,(81) 90001-0003,(81) 90001-0012,2025-06-28 23:07:00,34
L01411,(81) 90001-0002,(81) 90001-0004,2025-06-28 16:18:00,305
L01412,(81) 90001-0011,(81) 90001-0012,2025-06-28 22:58:00,711
L01413,(81) 90001-0009,(81) 90001-0010,2025-06-28 23:43:00,158
L01414,(81) 90001-0004,(81) 90001-0008,2025-06-28 13:43:00,660
L01415,(81) 90001-0006,(81) 90001-0011,2025-06-28 08:51:00,681
L01416,(81) 90001-0003,(81) 90001-0006,2025-06-28 12:56:00,730
L01417,(81) 90001-0003,(81) 90001-0012,2025-06-28 23:38:00,490
L01418,(81) 90001-0006,(81) 90001-0011,2025-06-28 14:12:00,189
L01419,(81) 90001-0011,(81) 90001-0012,2025-06-28 23:25:00,410
L01420,(81) 90001-0003,(81) 90001-0012,2025-06-28 07:55:00,469
L01421,(81) 90001-0002,(81) 90001-0004,2025-06-29 08:40:00,722
L01422,(81) 90001-0004,(81) 90001-0008,2025-06-29 12:39:00,602
L01423,(81) 90001-0003,(81) 90001-0012,2025-06-29 15:07:00,739
L01424,(81) 90001-0001,(81) 90001-0008,2025-06-29 10:59:00,52
L01425,(81) 90001-0001,(81) 90001-0003,2025-06-29 06:01:00,563
